REGION	TIK	UIK	TIK.NAME	UIK.NAME	VOTERS	BALLOTS.ISSUED	BALLOTS.CAST	BALLOTS.INVALID	YES	YES.pct	NO	NO.pct
Город Санкт-Петербург	3	652	Территориальная избирательная комиссия №3	УИК №652	17	17	17	0	12	70.59%	5	29.41%
Город Санкт-Петербург	3	653	Территориальная избирательная комиссия №3	УИК №653	18	18	18	0	7	38.89%	11	61.11%
Город Санкт-Петербург	3	654	Территориальная избирательная комиссия №3	УИК №654	30	28	28	0	4	14.29%	24	85.71%
Город Санкт-Петербург	3	655	Территориальная избирательная комиссия №3	УИК №655	22	22	22	0	6	27.27%	16	72.73%
Город Санкт-Петербург	3	656	Территориальная избирательная комиссия №3	УИК №656	28	28	28	0	14	50.00%	14	50.00%
Город Санкт-Петербург	3	657	Территориальная избирательная комиссия №3	УИК №657	25	25	25	0	15	60.00%	10	40.00%
Город Санкт-Петербург	3	658	Территориальная избирательная комиссия №3	УИК №658	27	27	27	0	9	33.33%	18	66.67%
Город Санкт-Петербург	3	659	Территориальная избирательная комиссия №3	УИК №659	25	25	25	1	6	24.00%	18	72.00%
Город Санкт-Петербург	3	660	Территориальная избирательная комиссия №3	УИК №660	24	24	24	0	16	66.67%	8	33.33%
Город Санкт-Петербург	3	661	Территориальная избирательная комиссия №3	УИК №661	40	40	40	0	19	47.50%	21	52.50%
Город Санкт-Петербург	3	662	Территориальная избирательная комиссия №3	УИК №662	37	37	37	0	12	32.43%	25	67.57%
Город Санкт-Петербург	3	663	Территориальная избирательная комиссия №3	УИК №663	25	25	25	0	7	28.00%	18	72.00%
Город Санкт-Петербург	3	664	Территориальная избирательная комиссия №3	УИК №664	26	26	26	0	7	26.92%	19	73.08%
Город Санкт-Петербург	3	665	Территориальная избирательная комиссия №3	УИК №665	26	26	26	0	12	46.15%	14	53.85%
Город Санкт-Петербург	3	666	Территориальная избирательная комиссия №3	УИК №666	23	23	23	0	8	34.78%	15	65.22%
Город Санкт-Петербург	3	667	Территориальная избирательная комиссия №3	УИК №667	27	27	27	0	20	74.07%	7	25.93%
Город Санкт-Петербург	3	668	Территориальная избирательная комиссия №3	УИК №668	23	23	23	0	6	26.09%	17	73.91%
Город Санкт-Петербург	3	669	Территориальная избирательная комиссия №3	УИК №669	25	25	25	0	14	56.00%	11	44.00%
Город Санкт-Петербург	3	670	Территориальная избирательная комиссия №3	УИК №670	25	25	25	0	16	64.00%	9	36.00%
Город Санкт-Петербург	3	671	Территориальная избирательная комиссия №3	УИК №671	25	25	25	0	18	72.00%	7	28.00%
Город Санкт-Петербург	3	672	Территориальная избирательная комиссия №3	УИК №672	25	25	25	0	10	40.00%	15	60.00%
Город Санкт-Петербург	3	673	Территориальная избирательная комиссия №3	УИК №673	22	22	22	1	9	40.91%	12	54.55%
Город Санкт-Петербург	3	674	Территориальная избирательная комиссия №3	УИК №674	9	9	9	0	9	100.00%	0	0.00%
Город Санкт-Петербург	3	675	Территориальная избирательная комиссия №3	УИК №675	11	11	11	1	7	63.64%	3	27.27%
Город Санкт-Петербург	3	676	Территориальная избирательная комиссия №3	УИК №676	11	11	11	0	2	18.18%	9	81.82%
Город Санкт-Петербург	3	677	Территориальная избирательная комиссия №3	УИК №677	11	11	11	0	6	54.55%	5	45.45%
Город Санкт-Петербург	3	678	Территориальная избирательная комиссия №3	УИК №678	13	13	13	0	9	69.23%	4	30.77%
Город Санкт-Петербург	3	679	Территориальная избирательная комиссия №3	УИК №679	9	9	9	1	5	55.56%	3	33.33%
Город Санкт-Петербург	3	680	Территориальная избирательная комиссия №3	УИК №680	9	9	9	0	3	33.33%	6	66.67%
Город Санкт-Петербург	3	681	Территориальная избирательная комиссия №3	УИК №681	9	9	9	0	7	77.78%	2	22.22%
Город Санкт-Петербург	3	682	Территориальная избирательная комиссия №3	УИК №682	11	11	11	0	3	27.27%	8	72.73%
Город Санкт-Петербург	3	683	Территориальная избирательная комиссия №3	УИК №683	9	9	9	2	3	33.33%	4	44.44%
Город Санкт-Петербург	3	684	Территориальная избирательная комиссия №3	УИК №684	2	2	2	0	2	100.00%	0	0.00%
Город Санкт-Петербург	3	685	Территориальная избирательная комиссия №3	УИК №685	4	4	4	0	4	100.00%	0	0.00%
